ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
Axonal guidance subgraph	Axonal guidance subgraph	1/1	10/829	0.0120627261761158	0.0120627261761158	NA	NAV3	1
