ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
Matrix metalloproteinase subgraph	Matrix metalloproteinase subgraph	1/1	25/829	0.0301568154402895	0.0301568154402895	NA	MMP9	1
