ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
Prostaglandin subgraph	Prostaglandin subgraph	1/3	1/829	0.00361881785283469	0.0108564535585041	0.0038092819503523	PTGS2	1
