ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
Ubiquitin degradation subgraph	Ubiquitin degradation subgraph	1/1	9/829	0.0108564535585044	0.0217129071170085	NA	NEDD8	1
Unfolded protein response subgraph	Unfolded protein response subgraph	1/1	18/829	0.0217129071170085	0.0217129071170085	NA	NEDD8	1
