ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
Calpastatin-calpain subgraph	Calpastatin-calpain subgraph	2/3	6/829	0.000130693802610861	0.000392081407832584	0.000137572423800907	CAST/CAPN1	2
