ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
Amyloidogenic subgraph	Amyloidogenic subgraph	1/1	12/829	0.014475271411339	0.014475271411339	NA	APBA2	1
